Time,Disturbance
26.5400,-1.3938
26.5600,-1.3999
26.5800,-1.4059
26.6000,-1.4095
26.6200,-1.4067
26.6400,-1.3927
26.6600,-1.3624
26.6800,-1.3118
26.7000,-1.2392
26.7200,-1.1469
26.7400,-1.0424
26.7600,-0.9305
26.7800,-0.8123
26.8000,-0.6919
26.8200,-0.5751
26.8400,-0.4669
26.8600,-0.3712
26.8800,-0.2894
26.9000,-0.2204
26.9200,-0.1612
26.9400,-0.1073
26.9600,-0.0543
26.9800,0.0000
27.0000,0.0506
27.0200,0.0817
27.0400,0.0885
27.0600,0.0758
27.0800,0.0540
27.1000,0.0345
27.1200,0.0268
27.1400,0.0372
27.1600,0.0677
27.1800,0.1167
27.2000,0.1801
27.2200,0.2544
27.2400,0.3400
27.2600,0.4410
27.2800,0.5560
27.3000,0.6777
27.3200,0.7972
27.3400,0.9062
27.3600,1.0000
27.3800,1.0773
27.4000,1.1410
27.4200,1.1969
27.4400,1.2518
27.4600,1.3104
27.4800,1.3714
27.5000,1.4262
27.5200,1.4705
27.5400,1.5050
27.5600,1.5317
27.5800,1.5524
27.6000,1.5678
27.6200,1.5770
27.6400,1.5772
27.6600,1.5643
27.6800,1.5337
27.7000,1.4813
27.7200,1.4056
27.7400,1.3099
27.7600,1.2013
27.7800,1.0850
27.8000,0.9628
27.8200,0.8357
27.8400,0.7051
27.8600,0.5736
27.8800,0.4450
27.9000,0.3247
27.9200,0.2178
27.9400,0.1285
27.9600,0.0576
27.9800,0.0000
28.0000,-0.0557
28.0200,-0.1161
28.0400,-0.1844
28.0600,-0.2624
28.0800,-0.3510
28.1000,-0.4499
28.1200,-0.5582
28.1400,-0.6741
28.1600,-0.7947
28.1800,-0.9165
28.2000,-1.0344
28.2200,-1.1424
28.2400,-1.2334
28.2600,-1.3189
28.2800,-1.4119
28.3000,-1.5054
28.3200,-1.5819
28.3400,-1.6210
28.3600,-1.6062
28.3800,-1.5282
28.4000,-1.3876
28.4200,-1.1936
28.4400,-0.9624
28.4600,-0.7123
28.4800,-0.4571
28.5000,-0.2034
28.5200,0.0312
28.5400,0.2263
28.5600,0.3666
28.5800,0.4442
28.6000,0.4600
28.6200,0.4233
28.6400,0.3505
28.6600,0.2623
28.6800,0.1795
28.7000,0.1177
28.7200,0.0805
28.7400,0.0518
28.7600,0.0048
28.7800,-0.0712
28.8000,-0.1723
28.8200,-0.2853
28.8400,-0.3926
28.8600,-0.4757
28.8800,-0.5189
28.9000,-0.5113
28.9200,-0.4487
28.9400,-0.3342
28.9600,-0.1787
28.9800,0.0000
29.0000,0.1816
29.0200,0.3525
29.0400,0.4973
29.0600,0.6002
29.0800,0.6495
29.1000,0.6406
29.1200,0.5770
29.1400,0.4703
29.1600,0.3379
29.1800,0.2004
29.2000,0.0763
29.2200,-0.0244
29.2400,-0.1074
29.2600,-0.1873
29.2800,-0.2663
29.3000,-0.3372
29.3200,-0.3886
29.3400,-0.4088
29.3600,-0.3890
29.3800,-0.3252
29.4000,-0.2186
29.4200,-0.0760
29.4400,0.0921
29.4600,0.2733
29.4800,0.4571
29.5000,0.6357
29.5200,0.7964
29.5400,0.9298
29.5600,1.0323
29.5800,1.1045
29.6000,1.1504
29.6200,1.1761
29.6400,1.1885
29.6600,1.1940
29.6800,1.1972
29.7000,1.1993
29.7200,1.1964
29.7400,1.1785
29.7600,1.1339
29.7800,1.0569
29.8000,0.9475
29.8200,0.8105
29.8400,0.6550
29.8600,0.4929
29.8800,0.3379
29.9000,0.2032
29.9200,0.0999
29.9400,0.0343
29.9600,0.0049
29.9800,0.0000
