Time,Disturbance
26.6200,-0.2410
26.6400,-0.2373
26.6600,-0.2048
26.6800,-0.1586
26.7000,-0.1181
26.7200,-0.0962
26.7400,-0.0913
26.7600,-0.1305
26.7800,-0.2050
26.8000,-0.2544
26.8200,-0.2423
26.8400,-0.1826
26.8600,-0.1126
26.8800,-0.0415
26.9000,0.0070
26.9200,0.0048
26.9400,-0.0324
26.9600,-0.0477
26.9800,0.0000
27.0000,0.0467
27.0200,0.0359
27.0400,0.0300
27.0600,0.1015
27.0800,0.2626
27.1000,0.4645
27.1200,0.6611
27.1400,0.8264
27.1600,0.9069
27.1800,0.8874
27.2000,0.8223
27.2200,0.7970
27.2400,0.8229
27.2600,0.8236
27.2800,0.8099
27.3000,0.8351
27.3200,0.9271
27.3400,1.0669
27.3600,1.2137
27.3800,1.3503
27.4000,1.4458
27.4200,1.4648
27.4400,1.4122
27.4600,1.3355
27.4800,1.2800
27.5000,1.2294
27.5200,1.1716
27.5400,1.1051
27.5600,1.0278
27.5800,0.9402
27.6000,0.8493
27.6200,0.7733
27.6400,0.7317
27.6600,0.7247
27.6800,0.7372
27.7000,0.7486
27.7200,0.7440
27.7400,0.7265
27.7600,0.7063
27.7800,0.6786
27.8000,0.6315
27.8200,0.5544
27.8400,0.4444
27.8600,0.3134
27.8800,0.1606
27.9000,-0.0064
27.9200,-0.1272
27.9400,-0.1560
27.9600,-0.0982
27.9800,0.0000
28.0000,0.0996
28.0200,0.1646
28.0400,0.1489
28.0600,0.0432
28.0800,-0.1123
28.1000,-0.2625
28.1200,-0.4042
28.1400,-0.5401
28.1600,-0.6581
28.1800,-0.7585
28.2000,-0.8478
28.2200,-0.9330
28.2400,-1.0190
28.2600,-1.1439
28.2800,-1.3008
28.3000,-1.4282
28.3200,-1.4880
28.3400,-1.4927
28.3600,-1.4805
28.3800,-1.5054
28.4000,-1.6167
28.4200,-1.7645
28.4400,-1.8601
28.4600,-1.8385
28.4800,-1.7067
28.5000,-1.5712
28.5200,-1.5519
28.5400,-1.6564
28.5600,-1.8107
28.5800,-1.9182
28.6000,-1.9269
28.6200,-1.8849
28.6400,-1.8449
28.6600,-1.8470
28.6800,-1.9027
28.7000,-1.9666
28.7200,-1.9682
28.7400,-1.9007
28.7600,-1.8189
28.7800,-1.7263
28.8000,-1.6154
28.8200,-1.4859
28.8400,-1.3478
28.8600,-1.2073
28.8800,-1.0509
28.9000,-0.8733
28.9200,-0.6810
28.9400,-0.4755
28.9600,-0.2495
28.9800,0.0000
29.0000,0.2376
29.0200,0.4263
29.0400,0.6188
29.0600,0.8730
29.0800,1.1928
29.1000,1.5290
29.1200,1.8373
29.1400,2.0940
29.1600,2.2506
29.1800,2.2930
29.2000,2.2689
29.2200,2.2539
29.2400,2.2579
29.2600,2.2231
29.2800,2.1621
29.3000,2.1128
29.3200,2.0946
29.3400,2.0967
29.3600,2.0975
29.3800,2.0950
29.4000,2.0757
29.4200,2.0166
29.4400,1.9179
29.4600,1.8062
29.4800,1.7067
29.5000,1.5847
29.5200,1.3997
29.5400,1.2202
29.5600,1.1238
29.5800,1.1267
29.6000,1.1817
29.6200,1.2351
29.6400,1.2249
29.6600,1.1155
29.6800,0.9373
29.7000,0.7663
29.7200,0.6725
29.7400,0.6425
29.7600,0.6204
29.7800,0.5793
29.8000,0.4987
29.8200,0.3916
29.8400,0.2976
29.8600,0.2379
29.8800,0.1591
29.9000,0.0436
29.9200,-0.0522
29.9400,-0.0825
29.9600,-0.0516
29.9800,0.0000
